reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,sortOrder,appId
1752d5cc-e67c-40e7-bf38-cda11b5630e3,Nicky,https://play-lh.googleusercontent.com/a/AAcHTtddef8mS7D8BLsKbyF5QYlwbhDnKU4aWWZ1IVSbQzaKjg=mo,"I dont like the latest update. I've used the Asda app for years. I used to be able to click on individual items in previous orders and add them to my shop. Now you can't do that and if you try to add an entire previous trolley, it wipes what is currently in it! Each item you add now has to be searched for individually. More time consuming and not helpful anymore!",1,111,23.01.03,2023-06-24 15:27:25,,,23.01.03,most_relevant,com.asda.android
832dd7f7-a914-4c02-ad42-b437bfc677d5,Archna Patel,https://play-lh.googleusercontent.com/a/AAcHTtcQhZwU4sZUhwpgELOYsTSwZGCwT1g8Gshj1R0Rvqkl=mo,"Sneaky asda, dont share offer ends dates, but worse prices change even after purchase - price should be secured once checked out! Makes shopping carefully to save money very difficult. App is very glitchy but has got better of late. You can't: add items from previous order easily, search your favourites for those on offer or add a reminder easily with correct date and time (it requires manual changes). Refine categories and search are poor too and way too many sponsored items!!!",1,58,23.01.03,2023-05-07 06:19:28,,,23.01.03,most_relevant,com.asda.android
43a56d6c-9143-4bd7-a43f-7e82c64141e1,Ruth L2911,https://play-lh.googleusercontent.com/a/AAcHTtfMMwCBQEF-j_Z1tROP8xdKSRg76jpk0BFnBirmicws=mo,"Worst App...EVER!! It freezes every single time I use it, I've tried everything, but it just won't stop freezing & closing the app. What used to take 25 minutes to do a weeks grocery shop now takes TWO HOURS!!! Had enough of it, going to revert back to Tesco, at least they run a decent App Sort it out ASDA!!!",1,1,23.01.03,2023-05-23 00:01:14,,,23.01.03,most_relevant,com.asda.android
f10324c8-64ae-445c-b819-f7786b03f19d,scouseraph,https://play-lh.googleusercontent.com/a/AAcHTtfKn26SEAc3oHQwZtUUpKTRetQfBPHMXB1gPKjOHk0V=mo,I would love this app to include a feature where we can permanently opt out of substitutes. Maybe in settings have Accept substitutes YES/NO. I find it very annoying when I order something and receive something else totally random so if it's not in stock just don't send anything rather than something I don't want. My example I ordered tuna in brine and received sardines in tomato sauce its not even close. Still no changes now going from 3 star to 1 star.,1,1,23.01.03,2023-06-22 06:26:58,,,23.01.03,most_relevant,com.asda.android
2bed7537-026e-43b9-86d2-fc6150c757d4,Thorfinn,https://play-lh.googleusercontent.com/a-/AD_cMMSChfKzgW3xGbKHKHzPFe7SksfNwH9C0XtNh-LDDiOoFSw,"It's bloody awful. Sometimes the app freezes up. Sometimes the driver can't take a hint, even with clear instructions. Sometimes it logs out. Alot of times the app doesn't update well enough on where is the driver is at. Sometimes the refund doesnt work even when the products is returned. Also I have to re enter things when just making amends.",1,0,23.01.03,2023-07-03 12:03:05,,,23.01.03,most_relevant,com.asda.android
4580e076-73c1-4149-b5ff-b0d89489bbe4,JD,https://play-lh.googleusercontent.com/a/AAcHTtcj8ZwU-ZCInAnYVG4o7cEoHPzZSu5ZcE6S-whksbj2=mo,"How this app was signed off by the QA testing team is beyond me. As many people are reporting for months, it constantly crashes (no exaggeration), it's painfully slow, and often becomes unresponsive. Surely their IT/devops teams use the app and are aware? Yet, no fix for months or no acknowledgement they are aware. I've temporarily switched to another online supermarket as ordering via the app is a chore of constantly needing to close and reopen after adding an item/performing a simple action.",1,0,23.01.03,2023-07-07 13:17:53,,,23.01.03,most_relevant,com.asda.android
2bc5c87e-b41b-481e-966e-59a132ffc433,Paul Virgil,https://play-lh.googleusercontent.com/a-/AD_cMMRuynB09YodN0ENedAuD4lpXV8OyEyfHWL3ZY5WcxOj8Q,"Absolutely rubbish App.. been trying to check out for more than an hour with 2 different cards, and after you confirm it's you the Check Out blue button won't highlight at all. Tried to confirm with bank app, mobile nr and nothing. Useless and rubbish just like Brexit new crazy prices..!",1,0,23.01.03,2023-07-07 23:10:41,,,23.01.03,most_relevant,com.asda.android
8d31c790-3e79-4115-9582-9aff4588a70c,Melissa H (Nioniel),https://play-lh.googleusercontent.com/a-/AD_cMMRwLkoadKYbFRC7PEb9dcBWCfEBvXWBwuPUQWjbCjC6wEc,Don't use this app if you actually want to receive your items. I ordered yesterday and when it arrived this morning half my stuff was missing. When I checked my receipt it was missing there too. To add insult to injury I had been charged for delivery because my order was too small and I was charged full price for items that were on offer because some of the items for the offer were missing. Customer service is useless.,1,0,23.01.03,2023-06-02 11:33:07,,,23.01.03,most_relevant,com.asda.android
34670e3e-99d2-4754-a019-acf68bf9d700,Ben Cowell,https://play-lh.googleusercontent.com/a/AAcHTtfR_kJP8GfbZReO6LHY5d89rD90xYMqFnab-w1pBeq0=mo,"It's terrible on tablet due to the fact that it doesn't load everything at once and you have to keep scrolling down to force it to load, such a stupid design. Just give us an option to load all on the page, and yes, I KNOW it's deliberately done to make us view the sponsored items, but all it does is make me not want them due to it.",1,1,23.01.03,2023-07-07 15:52:54,,,23.01.03,most_relevant,com.asda.android
d441bf83-4936-48a3-9471-cf01cab16c38,Mark Clayton,https://play-lh.googleusercontent.com/a/AAcHTtc0EjfLNmzQcbsHV_-DPIA6BjstW10zlLK7ebHCn2jy=mo,"The ""I'm on my way"" button is so often missing, so set off and arrive at the pickup point.I press ""I'm here"". That feature never,ever works! So very often,I have to sit for lengthy periods looking for a staff member.There's a phone number to call there, but at Accrington at least,that never works either. So, stuff picked by Asda in date is out of date by the time I get it! (Hyperbole, but you get the point!)",1,46,23.01.03,2023-05-19 10:36:01,,,23.01.03,most_relevant,com.asda.android
a842c208-b9a2-468b-a54c-1604d786dcb8,Marie Fagan,https://play-lh.googleusercontent.com/a/AAcHTte7cssVgzGVlE3cjN2JMW_g_TUXEWlQHR_JddLGvuGr=mo,"Will not accept card. Every week I have same issue. I've tried calling them, no help. I've tried uninstalling, reinstalling, restarting phone, signing in and out. Nothing works but then a few hours later it works! Each time I try to pay it asks me to approve in bank app. I do that and it says card failed. Worst app EVER!!!!!!",1,0,23.01.03,2023-05-26 12:15:45,,,23.01.03,most_relevant,com.asda.android
49f02d5e-1e81-4db1-ba79-4bab816de1bc,Sarah Faulkner,https://play-lh.googleusercontent.com/a-/AD_cMMQVovqHTfRu6rFN-hj8BRqFyMakQ0acSwc-qekYdEu_ajtY,"The app is constantly, and I mean constantly, either shutting down on me, extremely slow, app opens up on wrong page, or locks my phone. Its so buggy, and yes I have the updated version. Just an awful experience. (Update) app had been updated again, and its still extremely bad. I'll be lucky if I can get 3 items in the cart, before it shuts down. It's also actually so bad that it even crashes when trying to submit feedback, and fails. Laughable. I'm pulling my hair out.",1,137,23.01.02,2023-03-29 10:29:28,,,23.01.02,most_relevant,com.asda.android
58e5e014-5173-4d56-8ae3-77eec1f1906e,Mel Jensen,https://play-lh.googleusercontent.com/a-/AD_cMMQ9qRx82ANXKLa1Oz3vggfUMS110zWCXbpJddxkA5ixAw,"there needs to be an option to delete previous addresses. my address has reverted back to my old address, and I lost my shopping! asda said there was nothing they could do about the shopping,or about the preference to address!! how ridiculous asda! sort it out,as again,Iv just had a similar problem,and had to cancel my shopping, because the address keeps reverting back to my old address!!",1,0,23.01.03,2023-05-30 12:03:05,,,23.01.03,most_relevant,com.asda.android
4933ebec-077a-4e96-a388-41fb89d53522,David Purvis,https://play-lh.googleusercontent.com/a-/AD_cMMQvbud3SCX4tsYSi9XMbxhu8-tT_nZxfHfVhmr6EXqUTIY,"Since the update, one minute I can sign into the app no problem, try to sign into the rewards app, says my accounts locked and change my password, do that and I can log into the rewards app but not this one. Get the systems sorted.",1,0,23.01.03,2023-05-07 14:24:57,,,23.01.03,most_relevant,com.asda.android
